sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
PH0567-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0568-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0569-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0570-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0571-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0572-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0573-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0574-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0575-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0576-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0577-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0578-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0579-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0580-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0581-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0582-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0583-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0584-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0585-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0586-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0587-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0588-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0589-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0590-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0591-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0592-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0593-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0594-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0595-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0596-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0597-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0598-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0599-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0600-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0601-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0602-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0603-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0604-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0605-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0606-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0607-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0608-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0609-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0610-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0611-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0612-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0613-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0614-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0615-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0616-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0617-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0618-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0619-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0620-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0621-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0622-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0623-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0624-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0625-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0626-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0627-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0628-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0629-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0630-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0631-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0632-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0633-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0634-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0635-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0636-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0637-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0638-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0639-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0640-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0641-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0642-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0643-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0644-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0645-C,3,3,0,3,3,Ploidy2,South East Asia East,Cambodia
PH0646-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0647-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0648-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0649-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0650-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0651-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0676-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0677-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0678-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0679-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0680-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0681-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0682-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0683-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0684-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0685-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0686-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0687-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0688-Cx,1,1,0.23991,1,2,Ploidy2,South East Asia East,Cambodia
PH0689-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0691-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0692-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0694-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0695-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0696-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0697-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0698-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0700-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0701-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0702-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0703-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0704-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0705-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0706-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0707-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0708-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0709-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0712-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0713-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0714-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0715-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0716-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0717-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0718-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0719-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0722-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0723-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0724-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0725-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0726-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0727-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0728-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0729-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0730-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0731-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0732-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0733-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0734-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0735-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0736-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0737-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0738-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0739-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0740-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0741-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0742-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0743-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0744-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0745-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0746-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0747-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0749-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0750-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0752-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0753-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0754-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0755-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0756-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0757-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0758-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0759-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0760-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0761-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0762-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0763-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0764-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0765-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0766-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0767-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0768-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0769-C,2,2,0.45537,1,2,Ploidy2,South East Asia East,Cambodia
PH0770-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0772-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0773-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0774-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0775-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0776-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0777-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0778-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0779-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0780-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0781-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0782-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0783-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0784-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0785-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0786-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0788-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0789-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0790-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0792-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0793-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0794-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0795-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0797-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0798-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0799-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0800-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0801-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0802-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0803-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0804-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0805-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0807-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0808-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0810-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0811-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0812-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0813-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0814-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0815-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0816-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0817-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0818-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0819-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0820-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0821-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0822-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0823-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0824-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0825-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0826-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0828-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0829-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0830-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0831-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0832-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0833-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0834-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0835-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0836-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0837-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0838-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0839-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0840-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0841-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0842-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0843-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0844-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0845-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0846-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0847-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0848-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0849-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0850-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0851-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0852-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0853-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0854-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0855-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0856-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0858-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0859-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0860-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0861-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0862-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0863-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0864-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0865-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0866-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0867-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0868-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0870-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0871-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0872-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0873-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0874-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0875-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0876-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0877-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0878-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0879-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0880-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0881-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0882-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0883-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0885-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0886-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0887-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0888-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0889-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0890-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0891-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0892-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0893-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0894-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0895-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0896-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0897-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0898-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0899-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0900-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0901-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0902-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0903-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0904-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0905-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0906-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0907-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0908-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0909-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0910-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0911-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0912-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0913-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0914-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0915-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0916-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0917-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0918-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0920-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0922-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0923-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0930-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0934-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0940-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0942-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0945-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0946-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0947-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0948-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0951-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0952-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0954-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0959-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0959-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0960-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0961-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0961-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0962-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0962-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0963-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0963-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0964-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0964-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0965-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0966-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0966-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0968-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0969-C,4,3,2.55736,1,10,Ploidy2,South East Asia East,Cambodia
PH0970-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0971-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0973-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0974-Cx,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0975-Cx,2,1,1.25359,1,5,Ploidy2,South East Asia East,Cambodia
PH0976-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0977-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0980-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0981-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0982-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0983-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0984-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0985-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0986-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0987-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0989-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0990-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0991-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0994-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0996-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0997-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0999-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1000-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1001-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1002-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1003-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1007-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH1008-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1010-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1011-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1012-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1015-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1016-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH1017-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
